,Noise Level,Classifier,IndexRep,Accuracy
0,0.0,Random Forest,0,0.99609375
1,0.0,SVM (RBF),0,0.9765625
2,0.0,XGBoost,0,0.98828125
3,0.0,MLP,0,0.80859375
4,0.0,Random Forest,1,0.96484375
5,0.0,SVM (RBF),1,0.95703125
6,0.0,XGBoost,1,0.97265625
7,0.0,MLP,1,0.88671875
8,0.0,Random Forest,2,0.98828125
9,0.0,SVM (RBF),2,0.94140625
10,0.0,XGBoost,2,0.98046875
11,0.0,MLP,2,0.875
12,0.0,Random Forest,3,0.99609375
13,0.0,SVM (RBF),3,0.984375
14,0.0,XGBoost,3,0.9921875
15,0.0,MLP,3,0.8515625
16,0.0,Random Forest,4,0.98828125
17,0.0,SVM (RBF),4,0.9609375
18,0.0,XGBoost,4,0.984375
19,0.0,MLP,4,0.8828125
20,0.0,Random Forest,5,0.96875
21,0.0,SVM (RBF),5,0.95703125
22,0.0,XGBoost,5,0.95703125
23,0.0,MLP,5,0.8984375
24,0.005037783375314861,Random Forest,0,0.99609375
25,0.005037783375314861,SVM (RBF),0,0.9609375
26,0.005037783375314861,XGBoost,0,0.97265625
27,0.005037783375314861,MLP,0,0.890625
28,0.005037783375314861,Random Forest,1,0.9921875
29,0.005037783375314861,SVM (RBF),1,0.96484375
30,0.005037783375314861,XGBoost,1,0.9765625
31,0.005037783375314861,MLP,1,0.90234375
32,0.005037783375314861,Random Forest,2,0.96875
33,0.005037783375314861,SVM (RBF),2,0.95703125
34,0.005037783375314861,XGBoost,2,0.95703125
35,0.005037783375314861,MLP,2,0.875
36,0.005037783375314861,Random Forest,3,0.97265625
37,0.005037783375314861,SVM (RBF),3,0.95703125
38,0.005037783375314861,XGBoost,3,0.9609375
39,0.005037783375314861,MLP,3,0.88671875
40,0.005037783375314861,Random Forest,4,0.98828125
41,0.005037783375314861,SVM (RBF),4,0.94921875
42,0.005037783375314861,XGBoost,4,0.96484375
43,0.005037783375314861,MLP,4,0.86328125
44,0.005037783375314861,Random Forest,5,0.98046875
45,0.005037783375314861,SVM (RBF),5,0.9765625
46,0.005037783375314861,XGBoost,5,0.96484375
47,0.005037783375314861,MLP,5,0.79296875
48,0.015113350125944584,Random Forest,0,0.9921875
49,0.015113350125944584,SVM (RBF),0,0.95703125
50,0.015113350125944584,XGBoost,0,0.96875
51,0.015113350125944584,MLP,0,0.87890625
52,0.015113350125944584,Random Forest,1,0.98828125
53,0.015113350125944584,SVM (RBF),1,0.9609375
54,0.015113350125944584,XGBoost,1,0.9765625
55,0.015113350125944584,MLP,1,0.890625
56,0.015113350125944584,Random Forest,2,0.9921875
57,0.015113350125944584,SVM (RBF),2,0.94921875
58,0.015113350125944584,XGBoost,2,0.9765625
59,0.015113350125944584,MLP,2,0.8984375
60,0.015113350125944584,Random Forest,3,0.99609375
61,0.015113350125944584,SVM (RBF),3,0.97265625
62,0.015113350125944584,XGBoost,3,0.984375
63,0.015113350125944584,MLP,3,0.859375
64,0.015113350125944584,Random Forest,4,0.9921875
65,0.015113350125944584,SVM (RBF),4,0.96484375
66,0.015113350125944584,XGBoost,4,0.95703125
67,0.015113350125944584,MLP,4,0.89453125
68,0.015113350125944584,Random Forest,5,0.98828125
69,0.015113350125944584,SVM (RBF),5,0.96875
70,0.015113350125944584,XGBoost,5,0.9765625
71,0.015113350125944584,MLP,5,0.85546875
72,0.02518891687657431,Random Forest,0,0.98828125
73,0.02518891687657431,SVM (RBF),0,0.96484375
74,0.02518891687657431,XGBoost,0,0.97265625
75,0.02518891687657431,MLP,0,0.8515625
76,0.02518891687657431,Random Forest,1,0.9765625
77,0.02518891687657431,SVM (RBF),1,0.9375
78,0.02518891687657431,XGBoost,1,0.953125
79,0.02518891687657431,MLP,1,0.8515625
80,0.02518891687657431,Random Forest,2,0.9921875
81,0.02518891687657431,SVM (RBF),2,0.9375
82,0.02518891687657431,XGBoost,2,0.97265625
83,0.02518891687657431,MLP,2,0.859375
84,0.02518891687657431,Random Forest,3,0.984375
85,0.02518891687657431,SVM (RBF),3,0.953125
86,0.02518891687657431,XGBoost,3,0.953125
87,0.02518891687657431,MLP,3,0.89453125
88,0.02518891687657431,Random Forest,4,0.98046875
89,0.02518891687657431,SVM (RBF),4,0.94140625
90,0.02518891687657431,XGBoost,4,0.96484375
91,0.02518891687657431,MLP,4,0.84765625
92,0.02518891687657431,Random Forest,5,0.99609375
93,0.02518891687657431,SVM (RBF),5,0.96875
94,0.02518891687657431,XGBoost,5,0.95703125
95,0.02518891687657431,MLP,5,0.87890625
96,0.03526448362720403,Random Forest,0,0.98828125
97,0.03526448362720403,SVM (RBF),0,0.97265625
98,0.03526448362720403,XGBoost,0,0.95703125
99,0.03526448362720403,MLP,0,0.8046875
100,0.03526448362720403,Random Forest,1,0.984375
101,0.03526448362720403,SVM (RBF),1,0.9609375
102,0.03526448362720403,XGBoost,1,0.953125
103,0.03526448362720403,MLP,1,0.84375
104,0.03526448362720403,Random Forest,2,0.984375
105,0.03526448362720403,SVM (RBF),2,0.9375
106,0.03526448362720403,XGBoost,2,0.9375
107,0.03526448362720403,MLP,2,0.8125
108,0.03526448362720403,Random Forest,3,0.98046875
109,0.03526448362720403,SVM (RBF),3,0.921875
110,0.03526448362720403,XGBoost,3,0.9375
111,0.03526448362720403,MLP,3,0.85546875
112,0.03526448362720403,Random Forest,4,0.98046875
113,0.03526448362720403,SVM (RBF),4,0.9140625
114,0.03526448362720403,XGBoost,4,0.96875
115,0.03526448362720403,MLP,4,0.84765625
116,0.03526448362720403,Random Forest,5,0.984375
117,0.03526448362720403,SVM (RBF),5,0.9453125
118,0.03526448362720403,XGBoost,5,0.94140625
119,0.03526448362720403,MLP,5,0.89453125
120,0.04030226700251889,Random Forest,0,0.95703125
121,0.04030226700251889,SVM (RBF),0,0.953125
122,0.04030226700251889,XGBoost,0,0.9453125
123,0.04030226700251889,MLP,0,0.859375
124,0.04030226700251889,Random Forest,1,0.9765625
125,0.04030226700251889,SVM (RBF),1,0.96484375
