,acuracia,percentualRuidoTreinamento
0,0.8866498740554156,0.000
1,0.37279596977329976,0.000
2,0.9193954659949622,0.000
3,0.9319899244332494,0.000
4,0.6272040302267002,0.000
5,0.8513853904282116,0.000
6,0.6322418136020151,0.000
7,0.8236775818639799,0.000
8,0.8942065491183879,0.000
9,0.9219143576826196,0.000
10,0.9193954659949622,0.005
11,0.9143576826196473,0.005
12,0.9193954659949622,0.005
13,0.8841309823677582,0.005
14,0.8841309823677582,0.005
15,0.9496221662468514,0.005
16,0.9118387909319899,0.005
17,0.9143576826196473,0.005
18,0.9042821158690176,0.005
19,0.9093198992443325,0.005
20,0.8463476070528967,0.010
21,0.9093198992443325,0.010
22,0.9042821158690176,0.010
23,0.42317380352644834,0.010
24,0.8261964735516373,0.010
25,0.9042821158690176,0.010
26,0.8942065491183879,0.010
27,0.8463476070528967,0.010
28,0.889168765743073,0.010
29,0.9219143576826196,0.010
30,0.690176322418136,0.015
31,0.889168765743073,0.015
32,0.906801007556675,0.015
33,0.7380352644836272,0.015
34,0.889168765743073,0.015
35,0.8035264483627204,0.015
36,0.7909319899244333,0.015
37,0.8513853904282116,0.015
38,0.8967254408060453,0.015
39,0.9017632241813602,0.015
40,0.9143576826196473,0.020
41,0.8942065491183879,0.020
42,0.8942065491183879,0.020
43,0.8841309823677582,0.020
44,0.6272040302267002,0.020
45,0.8942065491183879,0.020
46,0.8790931989924433,0.020
47,0.9042821158690176,0.020
48,0.8664987405541562,0.020
49,0.6599496221662469,0.020
50,0.906801007556675,0.025
51,0.906801007556675,0.025
52,0.6801007556675063,0.025
53,0.8992443324937027,0.025
54,0.889168765743073,0.025
55,0.8992443324937027,0.025
56,0.7984886649874056,0.025
57,0.8841309823677582,0.025
58,0.8992443324937027,0.025
59,0.8589420654911839,0.025
60,0.8740554156171285,0.030
61,0.8765743073047859,0.030
62,0.8841309823677582,0.030
63,0.7984886649874056,0.030
64,0.8866498740554156,0.030
65,0.5390428211586902,0.030
66,0.6977329974811083,0.030
67,0.8614609571788413,0.030
68,0.871536523929471,0.030
69,0.8967254408060453,0.030
70,0.8992443324937027,0.035
71,0.8765743073047859,0.035
72,0.8765743073047859,0.035
73,0.8866498740554156,0.035
74,0.8312342569269522,0.035
75,0.8564231738035264,0.035
76,0.8866498740554156,0.035
77,0.8866498740554156,0.035
78,0.8790931989924433,0.035
79,0.7858942065491183,0.035
80,0.8488664987405542,0.040
81,0.37279596977329976,0.040
82,0.8866498740554156,0.040
83,0.8765743073047859,0.040
84,0.8740554156171285,0.040
85,0.8387909319899244,0.040
86,0.8816120906801007,0.040
87,0.8287153652392947,0.040
88,0.8790931989924433,0.040
89,0.8589420654911839,0.040
