,value,group
139,0.9093198992443325,"MLP
Treinamento"
140,0.7506297229219143,"MLP
Treinamento"
141,0.9219143576826196,"MLP
Treinamento"
142,0.906801007556675,"MLP
Treinamento"
143,0.9143576826196473,"MLP
Treinamento"
144,0.9118387909319899,"MLP
Treinamento"
145,0.9017632241813602,"MLP
Treinamento"
146,0.9193954659949622,"MLP
Treinamento"
147,0.9118387909319899,"MLP
Treinamento"
148,0.38287153652392947,"MLP
Treinamento"
149,0.929471032745592,"MLP
Treinamento"
150,0.8992443324937027,"MLP
Treinamento"
151,0.9017632241813602,"MLP
Treinamento"
152,0.8967254408060453,"MLP
Treinamento"
153,0.924433249370277,"MLP
Treinamento"
154,0.906801007556675,"MLP
Treinamento"
155,0.6272040302267002,"MLP
Treinamento"
156,0.924433249370277,"MLP
Treinamento"
157,0.9168765743073047,"MLP
Treinamento"
158,0.8942065491183879,"MLP
Treinamento"
159,0.9269521410579346,"MLP
Treinamento"
160,0.6272040302267002,"MLP
Treinamento"
161,0.8589420654911839,"MLP
Treinamento"
162,0.9017632241813602,"MLP
Treinamento"
163,0.7178841309823678,"MLP
Treinamento"
164,0.9017632241813602,"MLP
Treinamento"
165,0.9219143576826196,"MLP
Treinamento"
166,0.929471032745592,"MLP
Treinamento"
167,0.9219143576826196,"MLP
Treinamento"
168,0.9219143576826196,"MLP
Treinamento"
169,0.9269521410579346,"MLP
Treinamento"
170,0.9093198992443325,"MLP
Treinamento"
171,0.9042821158690176,"MLP
Treinamento"
172,0.37279596977329976,"MLP
Treinamento"
173,0.8664987405541562,"MLP
Treinamento"
174,0.9118387909319899,"MLP
Treinamento"
175,0.9118387909319899,"MLP
Treinamento"
176,0.889168765743073,"MLP
Treinamento"
177,0.9345088161209067,"MLP
Treinamento"
178,0.924433249370277,"MLP
Treinamento"
179,0.37279596977329976,"MLP
Treinamento"
180,0.37279596977329976,"MLP
Treinamento"
181,0.9017632241813602,"MLP
Treinamento"
182,0.9017632241813602,"MLP
Treinamento"
183,0.37279596977329976,"MLP
Treinamento"
184,0.8916876574307305,"MLP
Treinamento"
185,0.4282115869017632,"MLP
Treinamento"
186,0.9017632241813602,"MLP
Treinamento"
187,0.9219143576826196,"MLP
Treinamento"
188,0.924433249370277,"MLP
Treinamento"
189,0.9042821158690176,"MLP
Treinamento"
190,0.9093198992443325,"MLP
Treinamento"
191,0.8136020151133502,"MLP
Treinamento"
192,0.924433249370277,"MLP
Treinamento"
193,0.8790931989924433,"MLP
Treinamento"
194,0.7581863979848866,"MLP
Treinamento"
195,0.9219143576826196,"MLP
Treinamento"
196,0.5894206549118388,"MLP
Treinamento"
197,0.9193954659949622,"MLP
Treinamento"
198,0.8639798488664987,"MLP
Treinamento"
199,0.8110831234256927,"MLP
Treinamento"
200,0.90625,"MLP
Teste"
201,0.859375,"MLP
Teste"
202,0.8203125,"MLP
Teste"
203,0.421875,"MLP
Teste"
204,0.8125,"MLP
Teste"
205,0.89453125,"MLP
Teste"
206,0.890625,"MLP
Teste"
207,0.91015625,"MLP
Teste"
208,0.4375,"MLP
Teste"
209,0.421875,"MLP
Teste"
210,0.43359375,"MLP
Teste"
211,0.4609375,"MLP
Teste"
212,0.79296875,"MLP
Teste"
213,0.88671875,"MLP
Teste"
214,0.875,"MLP
Teste"
215,0.88671875,"MLP
Teste"
216,0.86328125,"MLP
Teste"
217,0.875,"MLP
Teste"
218,0.6328125,"MLP
Teste"
219,0.921875,"MLP
Teste"
220,0.8984375,"MLP
Teste"
221,0.87109375,"MLP
Teste"
222,0.9140625,"MLP
Teste"
223,0.89453125,"MLP
Teste"
224,0.578125,"MLP
Teste"
225,0.7421875,"MLP
Teste"
226,0.578125,"MLP
Teste"
227,0.8359375,"MLP
Teste"
228,0.890625,"MLP
Teste"
229,0.640625,"MLP
Teste"
230,0.4296875,"MLP
Teste"
231,0.86328125,"MLP
Teste"
232,0.81640625,"MLP
Teste"
233,0.9140625,"MLP
Teste"
234,0.76171875,"MLP
Teste"
235,0.875,"MLP
Teste"
236,0.88671875,"MLP
Teste"
237,0.921875,"MLP
Teste"
238,0.80859375,"MLP
Teste"
239,0.8828125,"MLP
Teste"
240,0.921875,"MLP
Teste"
241,0.5703125,"MLP
Teste"
242,0.875,"MLP
Teste"
243,0.484375,"MLP
Teste"
244,0.921875,"MLP
Teste"
245,0.890625,"MLP
Teste"
246,0.86328125,"MLP
Teste"
247,0.89453125,"MLP
Teste"
248,0.90625,"MLP
Teste"
249,0.42578125,"MLP
Teste"
250,0.87109375,"MLP
Teste"
